timestamp,event,symbol,cash,equity,open_positions,trade_id,return_pct,pnl
2026-05-07 13:20:00,entry,GOOGL,59454.79241065735,99048.2028579079,2,31,,
2026-05-07 14:00:00,entry,META,39651.11383096199,99018.39289847677,3,32,,
2026-05-07 14:15:00,exit,MSFT,59463.96167935052,99153.81867786634,2,30,-0.00585,-116.54478442258915
2026-05-07 14:15:00,entry,TSLA,39633.19794377725,99153.81867786634,3,33,,
2026-05-07 14:20:00,entry,MSFT,19823.069359944435,99050.64291916408,4,34,,
2026-05-07 15:55:00,exit,GOOGL,39730.48900699768,99344.13405810848,3,31,0.00494,97.77907547166978
2026-05-07 15:55:00,exit,META,59563.42064652182,99344.13335177064,2,32,0.00148,29.2530598287849
2026-05-07 15:55:00,exit,TSLA,79602.70387857236,99344.13394579725,1,33,0.01051,208.5194964772636
2026-05-07 15:55:00,exit,MSFT,99344.13440373546,99344.13440373546,0,34,-0.00347,-68.69805866971728
2026-05-08 11:50:00,entry,AMZN,79475.30752298837,99344.13440373546,1,35,,
2026-05-08 13:20:00,entry,MSFT,59612.736231701114,99312.85645643625,2,36,,
2026-05-08 14:05:00,entry,META,39771.794038605454,99204.71096547831,3,37,,
2026-05-08 14:25:00,entry,TSLA,19921.757565287367,99250.18236659042,4,38,,
2026-05-08 15:10:00,exit,AMZN,39760.76847628005,99057.09692955019,3,35,-0.0015,-29.815969754410617
2026-05-08 15:35:00,entry,AMZN,19960.22543861967,99002.7151883019,4,39,,
2026-05-08 15:35:00,entry,GOOGL,163.37983210670063,98984.22803256483,5,40,,
2026-05-08 15:55:00,exit,MSFT,19930.7212478514,99160.53318789115,4,36,-0.00479,-95.22987554255087
2026-05-08 15:55:00,exit,META,39721.80590565172,99160.53271235072,3,37,-0.00251,-49.857535295337584
2026-05-08 15:55:00,exit,TSLA,59566.74585442189,99160.53237300471,2,38,-0.00026,-5.096524547920126
2026-05-08 15:55:00,exit,AMZN,79327.06966180101,99160.53290376946,1,39,-0.00203,-40.21923028126548
2026-05-08 15:55:00,exit,GOOGL,99160.53302457868,99160.53302457868,0,40,0.00185,36.61775626470262
2026-05-11 10:50:00,entry,NVDA,79328.42641966294,99160.53302457868,1,41,,
2026-05-11 11:05:00,entry,TSLA,59460.84746136815,99337.89479147393,2,42,,
2026-05-11 11:20:00,entry,AAPL,39528.14593292081,99663.50764223668,3,43,,
2026-05-11 11:30:00,entry,MSFT,19561.230175680736,99834.57878620035,4,44,,
2026-05-11 11:30:00,skip_no_cash,AMZN,19561.230175680736,99773.49006606809,4,45,,
2026-05-11 11:45:00,exit,TSLA,40210.56105161199,99950.59831457608,3,42,0.03935,781.7519176364731
2026-05-11 11:55:00,entry,META,20216.27256217954,99971.44244716226,4,46,,
2026-05-11 12:35:00,entry,TSLA,230.9949922381129,99926.38784970713,5,47,,
2026-05-11 14:10:00,exit,NVDA,20109.467744337126,99969.96653433723,4,41,0.00234,46.366147183274734
2026-05-11 14:30:00,entry,NVDA,135.20696852119727,99871.30387907964,5,48,,
2026-05-11 14:40:00,exit,AAPL,19958.84181000644,99788.8659158415,4,43,-0.00547,-109.06668696209454
2026-05-11 14:50:00,exit,MSFT,39860.30498663735,99769.18430098145,3,44,-0.00328,-65.45258060916967
2026-05-11 15:15:00,exit,META,59697.77286464502,99778.17531412409,2,46,-0.00784,-156.8206114247805
2026-05-11 15:20:00,exit,NVDA,79478.97588308663,99676.34344123321,1,48,-0.00967,-193.0577573743103
2026-05-11 15:30:00,entry,AAPL,59547.5961946945,99656.89844196063,2,49,,
2026-05-11 15:30:00,entry,MSFT,39616.63826424918,99654.78965222662,3,50,,
2026-05-11 15:55:00,exit,TSLA,59741.65088349847,99699.24417417556,2,47,0.00699,139.73504930786657
2026-05-11 15:55:00,exit,AAPL,79713.562486502,99699.24484042615,1,49,0.00203,40.5319146114125
2026-05-11 15:55:00,exit,MSFT,99699.24519513079,99699.24519513079,0,50,0.00275,54.72477818345942
2026-05-12 11:45:00,entry,GOOGL,79759.39615610463,99699.24519513079,1,51,,
2026-05-12 12:05:00,entry,AAPL,59837.12667587471,99611.34740114959,2,52,,
2026-05-12 12:15:00,entry,MSFT,39929.1358672287,99539.95404323004,3,53,,
2026-05-12 12:15:00,entry,NVDA,20016.96229166581,99560.86787781444,4,54,,
2026-05-12 12:40:00,exit,GOOGL,39750.17544407389,99435.60804560795,3,51,-0.01036,-206.6358866180817
2026-05-12 14:05:00,entry,TSLA,19868.642295700436,99407.66574186725,4,55,,
2026-05-12 15:25:00,exit,AAPL,39800.08643857596,99930.81508318958,3,52,0.00046,9.174662645604258
2026-05-12 15:25:00,entry,AMZN,19813.923421938045,99930.81508318958,4,56,,
2026-05-12 15:25:00,skip_no_cash,META,19813.923421938045,99933.83033989338,4,57,,
2026-05-12 15:35:00,exit,MSFT,39669.142077381395,100009.64991815522,3,53,-0.00265,-52.772153202658956
2026-05-12 15:35:00,exit,NVDA,59892.36065246539,100009.64965076536,2,54,0.01562,311.044999521102
2026-05-12 15:40:00,entry,GOOGL,39877.31618294815,100075.2223475862,3,58,,
2026-05-12 15:55:00,exit,TSLA,59981.481686651576,100084.03329782828,2,55,0.0112,222.6323553299735
2026-05-12 15:55:00,exit,AMZN,80023.42354783905,100084.0321936757,1,56,0.00279,55.77884454954619
2026-05-12 15:55:00,exit,GOOGL,100084.0320672662,100084.0320672662,0,58,0.00228,45.564049909909954
2026-05-13 10:45:00,entry,AAPL,80067.22565381296,100084.0320672662,1,59,,
2026-05-13 10:55:00,entry,NVDA,60048.798117758444,100092.13768027257,2,60,,
2026-05-13 11:20:00,entry,AMZN,40020.31552319315,100142.41297282645,3,61,,
2026-05-13 11:30:00,entry,META,19958.265030031784,100310.25246580683,4,62,,
2026-05-13 11:40:00,skip_no_cash,MSFT,19958.265030031784,100551.94952574329,4,63,,
2026-05-13 12:05:00,skip_no_cash,GOOGL,19958.265030031784,100550.60760383403,4,64,,
2026-05-13 14:05:00,exit,AAPL,40217.86948642151,100989.91748264061,3,59,0.01213,242.79804293647976
2026-05-13 14:10:00,entry,TSLA,20001.70518683649,101080.82149792508,4,65,,
2026-05-13 14:15:00,exit,NVDA,40148.22583831046,101150.22528640964,3,60,0.0064,128.09311541945863
2026-05-13 14:35:00,exit,META,60623.79725879278,101052.30755551951,2,62,0.02061,413.52092732095116
2026-05-13 14:40:00,exit,AMZN,80932.69592396285,100980.21599334881,1,61,0.014,280.41607060478054
2026-05-13 15:25:00,exit,TSLA,100916.80583833251,100916.80583833251,0,65,-0.01148,-232.05438521535325
2026-05-14 11:10:00,entry,TSLA,80733.44467066601,100916.80583833251,1,66,,
2026-05-14 11:15:00,entry,AAPL,60541.126056754656,100961.59306955675,2,67,,
2026-05-14 11:40:00,entry,GOOGL,40327.21366645182,101069.56195151419,3,68,,
2026-05-14 12:00:00,entry,AMZN,20077.706650897613,101247.53507777101,4,69,,
2026-05-14 12:05:00,skip_no_cash,META,20077.706650897613,101208.11377322787,4,70,,
2026-05-14 12:50:00,exit,AAPL,40037.735608146235,100787.80467395633,3,67,-0.0115,-232.2896566627278
2026-05-14 13:30:00,entry,MSFT,19886.88716994905,100754.24219098593,4,71,,
2026-05-14 14:20:00,skip_no_cash,NVDA,19886.88716994905,100684.05159227304,4,72,,
2026-05-14 14:30:00,exit,TSLA,39985.19909633972,100612.90679774166,3,66,-0.00421,-85.04924127583217
2026-05-14 14:55:00,entry,AAPL,19866.810357807102,100591.94369266307,4,73,,
2026-05-14 15:00:00,exit,GOOGL,40165.56470326563,100662.69036404483,3,68,0.0042,84.84195515569081
2026-05-14 15:20:00,exit,AMZN,60395.46275859688,100713.03488881313,2,69,-0.00097,-19.60896022295492
2026-05-14 15:55:00,exit,MSFT,80567.00147021796,100649.35684395293,1,71,0.00103,20.690273423893814
2026-05-14 15:55:00,exit,AAPL,100649.35626842546,100649.35626842546,0,73,-0.00179,-36.033940325123694
2026-05-15 10:15:00,entry,AAPL,80519.48501474036,100649.35626842546,1,74,,
2026-05-15 10:15:00,entry,NVDA,60383.75925990222,100678.62877419073,2,75,,
2026-05-15 10:55:00,entry,META,40260.60696001875,100615.76149941736,3,76,,
2026-05-15 12:30:00,entry,AMZN,20083.73175184688,100884.37604085932,4,77,,
2026-05-15 13:10:00,skip_no_cash,TSLA,20083.73175184688,100996.98755726541,4,78,,
2026-05-15 13:35:00,exit,AAPL,40452.53640374352,101323.0341001295,3,74,0.01187,238.93339821154223
2026-05-15 13:35:00,exit,NVDA,60799.06586446156,101323.034154061,2,75,0.01047,210.8037058798982
2026-05-15 13:35:00,entry,MSFT,40534.45903364936,101323.034154061,3,79,,
2026-05-15 13:35:00,entry,GOOGL,20276.91356155445,101287.72736047451,4,80,,
2026-05-15 14:15:00,exit,META,40545.18042221383,101105.51280029672,3,76,0.00721,145.11456077590265
2026-05-15 15:50:00,exit,AMZN,60785.7947124546,100921.46624417588,2,77,0.00316,63.739082068899734
2026-05-15 15:55:00,exit,MSFT,80720.78978328762,100924.10918601394,1,79,-0.01627,-329.6117599791869
2026-05-15 15:55:00,exit,GOOGL,100924.10875093297,100924.10875093297,0,80,-0.00268,-54.22650444956162
2026-05-18 12:10:00,entry,TSLA,80739.28700074638,100924.10875093297,1,81,,
2026-05-18 13:10:00,entry,GOOGL,60585.54658119785,100768.70209774261,2,82,,
2026-05-18 13:10:00,entry,META,40437.6179833834,100739.64298907225,3,83,,
2026-05-18 13:30:00,entry,MSFT,20290.595626525144,100735.11178429128,4,84,,
2026-05-18 14:15:00,exit,TSLA,40123.06387982569,100422.1692784256,3,81,-0.01746,-352.35349688604765
2026-05-18 14:20:00,exit,GOOGL,60079.90627359779,100420.9188397537,2,82,-0.00977,-196.89802577642695
2026-05-18 15:05:00,entry,AAPL,39994.50121286123,100427.02530368284,3,85,,
2026-05-18 15:05:00,entry,NVDA,19909.02863492863,100427.362889663,4,86,,
2026-05-18 15:05:00,skip_no_cash,AMZN,19909.02863492863,100394.62471580121,4,87,,
2026-05-18 15:05:00,skip_no_cash,TSLA,19909.02863492863,100394.62471580121,4,88,,
2026-05-18 15:55:00,exit,META,40078.89785897439,100623.39645020851,3,83,0.00109,21.940626231316855
2026-05-18 15:55:00,exit,MSFT,60260.45647130624,100623.39627575949,2,84,0.00171,34.53625547358752
2026-05-18 15:55:00,exit,AAPL,80403.33533881482,100623.39668845628,1,85,0.00286,57.47380677200999
2026-05-18 15:55:00,exit,NVDA,100623.39613341488,100623.39613341488,0,86,0.0067,134.58821666744916
2026-05-19 11:45:00,entry,NVDA,80498.7169067319,100623.39613341488,1,89,,
2026-05-19 12:05:00,entry,TSLA,60394.18970170339,100522.63602514256,2,90,,
2026-05-19 12:45:00,entry,AMZN,40243.334157421516,100754.2777214094,3,91,,
2026-05-19 12:50:00,entry,AAPL,20059.911122868783,100917.11517276366,4,92,,
2026-05-19 12:55:00,skip_no_cash,GOOGL,20059.911122868783,101025.77801100056,4,93,,
2026-05-19 15:05:00,exit,NVDA,40243.58837182014,101157.77164817044,3,89,0.00293,58.99802226837346
2026-05-19 15:25:00,exit,TSLA,60632.43629261413,101162.01913389005,2,90,0.01414,284.3207157654833
2026-05-19 15:55:00,exit,AMZN,80998.39758799206,101221.0518795882,1,91,0.01067,215.10575109604542
2026-05-19 15:55:00,exit,AAPL,101221.05113648594,101221.05113648594,0,92,0.00194,39.23051394115464
2026-05-20 10:55:00,entry,AAPL,80976.84090918876,101221.05113648594,1,94,,
2026-05-20 10:55:00,entry,MSFT,60739.36919228445,101187.35858452153,2,95,,
2026-05-20 10:55:00,entry,META,40498.44156712435,101204.63812580053,3,96,,
2026-05-20 10:55:00,entry,TSLA,20255.105125908416,101216.68220607965,4,97,,
2026-05-20 11:50:00,skip_no_cash,GOOGL,20255.105125908416,101287.68702216398,4,98,,
2026-05-20 13:40:00,skip_no_cash,AMZN,20255.105125908416,101698.71840457614,4,99,,
2026-05-20 14:15:00,exit,AAPL,40562.65642305103,101530.0280816383,3,94,0.00313,63.34106984542086
2026-05-20 14:15:00,exit,MSFT,61008.453265199394,101530.02843813802,2,95,0.01029,208.3251252440641
2026-05-20 14:15:00,exit,META,81254.73784746815,101530.02770247191,1,96,0.00026,5.356957108637289
2026-05-20 14:15:00,exit,TSLA,101530.02710239653,101530.02710239653,0,97,0.00158,31.95281371245801
2026-05-21 10:40:00,entry,AMZN,81224.02168191722,101530.02710239653,1,100,,
2026-05-21 11:00:00,entry,META,60911.402509936874,101563.09585990172,2,101,,
2026-05-21 11:15:00,entry,AAPL,40582.19708215591,101646.02713890481,3,102,,
2026-05-21 11:20:00,entry,TSLA,20258.71370260151,101617.41689777197,4,103,,
2026-05-21 11:50:00,skip_no_cash,NVDA,20258.71370260151,101854.71242293398,4,104,,
2026-05-21 13:20:00,skip_no_cash,GOOGL,20258.71370260151,102299.04306154468,4,105,,
2026-05-21 13:40:00,skip_no_cash,MSFT,20258.71370260151,102576.0914893772,4,106,,
2026-05-21 14:00:00,exit,AMZN,40906.933567773616,102528.86638473568,3,100,0.01685,342.21444469279595
2026-05-21 14:20:00,exit,META,61533.30038955553,102531.47971945428,2,101,0.01545,313.7476498015676
2026-05-21 14:35:00,exit,AAPL,81963.50917212258,102463.67640873215,1,102,0.00497,101.00335478608395
2026-05-21 14:40:00,exit,TSLA,102464.65091709091,102464.65091709091,0,103,0.00874,177.6583654139322
2026-05-22 10:45:00,entry,AAPL,81971.72073367273,102464.65091709091,1,107,,
2026-05-22 11:10:00,entry,MSFT,61460.134849919516,102557.92941876609,2,108,,
2026-05-22 11:10:00,entry,AMZN,40950.214002405904,102549.60423756804,3,109,,
2026-05-22 12:05:00,entry,TSLA,20439.694926728916,102552.59537838493,4,110,,
2026-05-22 13:25:00,skip_no_cash,NVDA,20439.694926728916,102460.28871253548,4,111,,
2026-05-22 14:05:00,exit,AAPL,40903.84755057133,102174.96947202332,3,107,-0.0014,-28.777559575770283
2026-05-22 14:30:00,exit,MSFT,61435.51354275639,102312.85836955535,2,108,0.00098,20.080108431840927
2026-05-22 14:30:00,exit,AMZN,81867.80433776611,102312.85781130352,1,109,-0.00378,-77.6300525038896
2026-05-22 14:40:00,entry,MSFT,61404.19502211762,102318.04657824241,2,112,,
2026-05-22 14:40:00,entry,META,40943.60952564015,102302.92748238734,3,113,,
2026-05-22 15:25:00,exit,TSLA,61237.78447622026,102009.86317618587,2,110,-0.01055,-216.34412509688264
2026-05-22 15:55:00,exit,MSFT,81653.10870660885,102075.88461761417,1,112,-0.00236,-48.285085259889456
2026-05-22 15:55:00,exit,META,102075.88478099144,102075.88478099144,0,113,-0.00185,-37.809422094880574
2026-05-26 10:45:00,entry,TSLA,81660.70782479315,102075.88478099144,1,114,,
2026-05-26 11:10:00,entry,GOOGL,61226.246922341306,102172.30451225919,2,115,,
2026-05-26 12:35:00,entry,META,40829.03396680752,101986.06477766891,3,116,,
2026-05-26 14:05:00,exit,TSLA,61299.11842420959,101969.98559373911,2,114,0.00269,54.90750120377925
2026-05-26 14:20:00,entry,NVDA,40905.045788177296,101970.36318016147,3,117,,
2026-05-26 14:30:00,exit,GOOGL,61202.88690918303,101899.72057936147,2,115,-0.00669,-136.6197814461084
2026-05-26 15:25:00,entry,AMZN,40831.37537768611,101857.55765748455,3,118,,
2026-05-26 15:30:00,entry,GOOGL,20445.44502998029,101929.65173852911,4,119,,
2026-05-26 15:55:00,exit,META,40892.4113575428,102287.610667854,3,116,0.00244,49.7533720287247
2026-05-26 15:55:00,exit,NVDA,61324.52731332705,102287.61049370549,2,117,0.00187,38.04331975195964
2026-05-26 15:55:00,exit,AMZN,81809.53991346898,102287.61068221039,1,118,0.00557,113.50106864501504
2026-05-26 15:55:00,exit,GOOGL,102287.6099701222,102287.6099701222,0,119,0.00452,92.13970894739396
2026-05-27 10:45:00,entry,TSLA,81830.08797609776,102287.6099701222,1,120,,
2026-05-27 11:05:00,entry,AMZN,61394.513598610974,102177.8718874339,2,121,,
2026-05-27 11:35:00,entry,NVDA,40979.84328424738,102073.35157181797,3,122,,
2026-05-27 12:35:00,entry,GOOGL,20511.14325286416,102343.50015691608,4,123,,
2026-05-27 14:05:00,exit,TSLA,40883.8244135843,102347.41550092181,3,120,-0.00415,-84.84083330430803
2026-05-27 14:05:00,entry,META,20414.341313399935,102347.41550092181,4,124,,
2026-05-27 14:25:00,exit,AMZN,40765.25528566039,102678.32077803407,3,121,-0.00414,-84.66040522633193
2026-05-27 14:55:00,exit,NVDA,61441.77047781572,102652.71650170686,2,122,0.01283,261.84487779173287
2026-05-27 14:55:00,entry,AMZN,40911.22717747434,102652.71650170686,3,125,,
2026-05-27 15:20:00,entry,MSFT,20382.417823129694,102644.04677172324,4,126,,
2026-05-27 15:55:00,exit,GOOGL,40660.51577965175,102732.42463435874,3,123,-0.00931,-190.60207486115905
2026-05-27 15:55:00,exit,META,61605.60781258769,102732.42447336677,2,124,0.02324,475.60893275157287
2026-05-27 15:55:00,exit,AMZN,82226.96730790264,102732.42374745065,1,125,0.00442,90.81619497357678
2026-05-27 15:55:00,exit,MSFT,102732.42362614375,102732.42362614375,0,126,-0.00114,-23.35303610354822
2026-05-28 10:55:00,entry,AMZN,82185.938900915,102732.42362614375,1,127,,
2026-05-28 11:05:00,entry,GOOGL,61646.59651336499,102696.71193775005,2,128,,
2026-05-28 12:20:00,entry,NVDA,41107.97738473365,102693.09564315669,3,129,,
2026-05-28 12:20:00,entry,META,20565.598628751977,102711.89377990835,4,130,,
2026-05-28 12:20:00,entry,TSLA,21.7602087124651,102719.19210019756,5,131,,
2026-05-28 12:25:00,skip_max_positions,MSFT,21.7602087124651,102578.77056434452,5,132,,
2026-05-28 14:15:00,exit,AMZN,20704.253985596697,102900.48828735997,4,127,0.00662,136.00905165548102
2026-05-28 14:25:00,exit,GOOGL,41222.843459636584,102916.48248949926,3,128,-0.00101,-20.752913510128565
2026-05-28 14:35:00,entry,AAPL,20635.589173014632,102936.27143310975,4,133,,
2026-05-28 14:35:00,entry,GOOGL,51.57580453760238,102920.06684238515,5,134,,
2026-05-28 15:40:00,exit,NVDA,20702.98092951034,103005.58542915789,4,129,0.00549,112.78599634139755
2026-05-28 15:40:00,exit,META,41280.88049011855,103005.58606273387,3,130,0.00173,35.52080462653612
2026-05-28 15:40:00,exit,TSLA,61811.726759378595,103005.5860060926,2,131,-0.00063,-12.992150779471558
2026-05-28 15:55:00,exit,AAPL,82480.33267889978,103025.38082905032,1,133,0.00395,81.3516328992373
2026-05-28 15:55:00,exit,GOOGL,103025.38012199073,103025.38012199073,0,134,-0.00189,-38.965925386080926
2026-05-29 11:05:00,entry,TSLA,82420.30409759258,103025.38012199073,1,135,,
2026-05-29 11:15:00,entry,NVDA,61820.26949125296,103000.1730316981,2,136,,
2026-05-29 11:20:00,entry,AMZN,41246.15154765121,102870.58971800878,3,137,,
2026-05-29 12:35:00,entry,MSFT,20589.642963759783,103282.5429194571,4,138,,
2026-05-29 13:50:00,skip_no_cash,META,20589.642963759783,103044.28110080291,4,139,,
2026-05-29 14:25:00,exit,TSLA,41411.634554395016,103061.63069763748,3,135,0.01053,216.91556623708675
2026-05-29 14:35:00,exit,NVDA,61989.819488185,103063.0232034697,2,136,-0.00106,-21.849672549637035
2026-05-29 14:40:00,exit,AMZN,82416.9983332489,103000.2189918291,1,137,-0.00714,-146.93909853785226
2026-05-29 15:55:00,exit,MSFT,103293.13820321883,103293.13820321883,0,138,0.01063,219.63128607850012
