pattern_id,symbol,entry_idx,entry_date,session,entry_price,stop_price,target_price,risk_per_share
W020,AAPL,1061,2026-05-20 13:25,2026-05-20,301.07000732421875,298.07,307.07002197265626,3.000007324218757
W021,AAPL,1113,2026-05-21 11:15,2026-05-21,302.8951110839844,300.07,308.54533325195314,2.825111083984382
W022,AAPL,1139,2026-05-21 13:25,2026-05-21,304.4599914550781,301.35,310.67997436523433,3.1099914550781023
W023,AAPL,1185,2026-05-22 10:45,2026-05-22,309.7699890136719,305.53,318.2499670410157,4.239989013671902
W024,AAPL,1465,2026-05-28 14:35,2026-05-28,311.2699890136719,308.02,317.76996704101566,3.249989013671893
W001,MSFT,21,2026-05-01 11:15,2026-05-01,414.6120910644531,408.48,426.87627319335934,6.132091064453107
W002,MSFT,53,2026-05-01 13:55,2026-05-01,414.8550109863281,410.7,423.1650329589844,4.155010986328136
W003,MSFT,74,2026-05-01 15:40,2026-05-01,416.8200073242188,411.84,426.78002197265647,4.980007324218832
W004,MSFT,112,2026-05-04 12:20,2026-05-04,416.0,410.95,426.1,5.050000000000011
W005,MSFT,207,2026-05-05 13:45,2026-05-05,410.760009765625,406.96,418.36002929687504,3.8000097656250205
W006,MSFT,292,2026-05-06 14:20,2026-05-06,413.7799987792969,410.2,420.93999633789065,3.5799987792968864
W007,MSFT,329,2026-05-07 10:55,2026-05-07,424.9400024414063,420.49,433.8400073242189,4.450002441406298
W008,MSFT,370,2026-05-07 14:20,2026-05-07,422.4549865722656,418.4,430.5649597167969,4.054986572265648
W009,MSFT,436,2026-05-08 13:20,2026-05-08,417.1499938964844,413.27,424.90998168945316,3.879993896484393
W010,MSFT,492,2026-05-11 11:30,2026-05-11,411.8299865722656,406.94,421.6099597167969,4.889986572265627
W011,MSFT,540,2026-05-11 15:30,2026-05-11,411.5499877929688,406.54,421.5699633789064,5.009987792968786
W012,MSFT,579,2026-05-12 12:15,2026-05-12,409.30999755859375,404.62,418.68999267578124,4.6899975585937455
W013,MSFT,650,2026-05-13 11:40,2026-05-13,404.55999755859375,400.04,413.5999926757812,4.5199975585937295
W014,MSFT,750,2026-05-14 13:30,2026-05-14,409.0499877929688,405.21,416.72996337890646,3.8399877929688273
W015,MSFT,829,2026-05-15 13:35,2026-05-15,427.5950012207031,420.64,441.5050036621094,6.955001220703139
W016,MSFT,906,2026-05-18 13:30,2026-05-18,422.93499755859375,415.61,437.5849926757812,7.324997558593736
W017,MSFT,1031,2026-05-20 10:55,2026-05-20,415.7749938964844,409.55,428.2249816894531,6.224993896484364
W018,MSFT,1049,2026-05-20 12:25,2026-05-20,418.3349914550781,413.12,428.76497436523437,5.2149914550781205
W019,MSFT,1050,2026-05-20 12:30,2026-05-20,418.3900146484375,414.38,426.4100439453125,4.0100146484375045
W020,MSFT,1058,2026-05-20 13:10,2026-05-20,418.9400024414063,414.77,427.28000732421896,4.170002441406325
W022,MSFT,1142,2026-05-21 13:40,2026-05-21,418.1199951171875,413.94,426.4799853515625,4.179995117187502
W023,MSFT,1190,2026-05-22 11:10,2026-05-22,418.80999755859375,414.26,427.90999267578127,4.549997558593759
W024,MSFT,1200,2026-05-22 12:00,2026-05-22,419.8989868164063,416.16,427.37696044921887,3.738986816406282
W025,MSFT,1232,2026-05-22 14:40,2026-05-22,419.5700073242188,415.16,428.39002197265637,4.410007324218782
W027,MSFT,1396,2026-05-27 15:20,2026-05-27,413.1600036621094,409.15,421.18001098632817,4.010003662109398
W028,MSFT,1439,2026-05-28 12:25,2026-05-28,425.75,421.39,434.47,4.360000000000014
W029,MSFT,1519,2026-05-29 12:35,2026-05-29,443.9200134277344,439.91,451.9400402832031,4.01001342773435
W001,NVDA,44,2026-05-01 13:10,2026-05-01,199.6150054931641,197.49,203.86501647949225,2.125005493164082
W002,NVDA,69,2026-05-01 15:15,2026-05-01,199.0200042724609,197.19,202.68001281738273,1.8300042724609114
W003,NVDA,117,2026-05-04 12:45,2026-05-04,196.7599029541016,193.77,202.73970886230475,2.9899029541015807
W004,NVDA,191,2026-05-05 12:25,2026-05-05,198.2100067138672,195.68,203.27002014160155,2.5300067138671807
W005,NVDA,257,2026-05-06 11:25,2026-05-06,206.735107421875,201.91,216.385322265625,4.825107421875003
W006,NVDA,267,2026-05-06 12:15,2026-05-06,205.6300048828125,203.32,210.2500146484375,2.310004882812507
W007,NVDA,292,2026-05-06 14:20,2026-05-06,206.7100067138672,203.94,212.25002014160157,2.7700067138671898
W008,NVDA,484,2026-05-11 10:50,2026-05-11,220.27999877929688,215.83,229.1799963378906,4.4499987792968625
W009,NVDA,528,2026-05-11 14:30,2026-05-11,221.41000366210935,219.27,225.69001098632802,2.1400036621093363
W010,NVDA,579,2026-05-12 12:15,2026-05-12,218.1699981689453,213.93,226.64999450683592,4.239998168945306
W011,NVDA,614,2026-05-12 15:10,2026-05-12,220.3800048828125,216.68,227.7800146484375,3.700004882812493
W012,NVDA,641,2026-05-13 10:55,2026-05-13,225.8249969482422,221.94,233.59499084472657,3.8849969482421898
W013,NVDA,760,2026-05-14 14:20,2026-05-14,235.1699981689453,232.58,240.3499945068359,2.5899981689453
W014,NVDA,789,2026-05-15 10:15,2026-05-15,227.8793029785156,223.13,237.3779089355468,4.749302978515601
W015,NVDA,816,2026-05-15 12:30,2026-05-15,228.3199005126953,225.35,234.25970153808595,2.969900512695318
W016,NVDA,827,2026-05-15 13:25,2026-05-15,228.88999938964844,226.49,233.6899981689453,2.3999993896484284
W017,NVDA,925,2026-05-18 15:05,2026-05-18,220.8699951171875,217.28,228.0499853515625,3.589995117187499
W018,NVDA,963,2026-05-19 11:45,2026-05-19,221.72000122070312,218.92,227.3200036621094,2.8000012207031375
W019,NVDA,1120,2026-05-21 11:50,2026-05-21,220.1000061035156,216.84,226.62001831054678,3.260006103515593
W020,NVDA,1134,2026-05-21 13:00,2026-05-21,220.16000366210935,217.79,224.90001098632806,2.3700036621093545
W021,NVDA,1217,2026-05-22 13:25,2026-05-22,218.2100067138672,215.33,223.97002014160154,2.880006713867175
W022,NVDA,1306,2026-05-26 14:20,2026-05-26,214.42999267578125,211.82,219.64997802734376,2.609992675781257
W023,NVDA,1351,2026-05-27 11:35,2026-05-27,210.1150054931641,207.74,214.86501647949225,2.375005493164082
W024,NVDA,1375,2026-05-27 13:35,2026-05-27,212.50799560546875,209.26,219.00398681640627,3.247995605468759
W025,NVDA,1382,2026-05-27 14:10,2026-05-27,212.82000732421875,210.74,216.98002197265623,2.080007324218741
W026,NVDA,1438,2026-05-28 12:20,2026-05-28,213.05999755859372,211.04,217.09999267578118,2.0199975585937295
W027,NVDA,1456,2026-05-28 13:50,2026-05-28,214.1649932861328,211.39,219.71497985839846,2.774993286132826
W028,NVDA,1503,2026-05-29 11:15,2026-05-29,216.94000244140625,213.29,224.24000732421877,3.650002441406258
W029,NVDA,1541,2026-05-29 14:25,2026-05-29,216.5749969482422,214.21,221.30499084472655,2.3649969482421795
W001,AMZN,47,2026-05-01 13:25,2026-05-01,269.3399963378906,266.88,274.2599890136719,2.4599963378906295
W002,AMZN,263,2026-05-06 11:55,2026-05-06,274.4849853515625,270.9,281.65495605468755,3.5849853515625227
W003,AMZN,418,2026-05-08 11:50,2026-05-08,273.1499938964844,270.06,279.3299816894531,3.0899938964843727
W004,AMZN,463,2026-05-08 15:35,2026-05-08,273.2349853515625,270.55,278.6049560546875,2.6849853515624886
W005,AMZN,492,2026-05-11 11:30,2026-05-11,272.5599975585937,269.67,278.33999267578105,2.8899975585936772
W006,AMZN,617,2026-05-12 15:25,2026-05-12,265.1499938964844,262.44,270.56998168945313,2.7099938964843773
W007,AMZN,646,2026-05-13 11:20,2026-05-13,266.05499267578125,263.77,270.6249780273438,2.284992675781268
W008,AMZN,683,2026-05-13 14:25,2026-05-13,270.1099853515625,266.94,276.4499560546875,3.1699853515625023
W010,AMZN,732,2026-05-14 12:00,2026-05-14,268.389892578125,265.69,273.789677734375,2.6998925781250023
W011,AMZN,755,2026-05-14 13:55,2026-05-14,269.1199951171875,266.55,274.2599853515625,2.5699951171874886
W012,AMZN,816,2026-05-15 12:30,2026-05-15,262.739990234375,259.99,268.239970703125,2.749990234374991
W013,AMZN,925,2026-05-18 15:05,2026-05-18,264.6698913574219,261.39,271.22967407226565,3.2798913574218886
W014,AMZN,975,2026-05-19 12:45,2026-05-19,256.67999267578125,253.91,262.21997802734376,2.7699926757812534
W015,AMZN,995,2026-05-19 14:25,2026-05-19,259.2200012207031,254.79,268.0800036621094,4.430001220703133
W016,AMZN,1064,2026-05-20 13:40,2026-05-20,263.6400146484375,261.06,268.8000439453125,2.5800146484374977
W018,AMZN,1106,2026-05-21 10:40,2026-05-21,264.04998779296875,260.14,271.8699633789063,3.9099877929687636
W019,AMZN,1133,2026-05-21 12:55,2026-05-21,266.19000244140625,261.93,274.71000732421874,4.260002441406243
W020,AMZN,1190,2026-05-22 11:10,2026-05-22,269.0885009765625,266.14,274.9855029296875,2.9485009765625136
W021,AMZN,1319,2026-05-26 15:25,2026-05-26,263.8399963378906,260.89,269.7399890136719,2.9499963378906386
W022,AMZN,1345,2026-05-27 11:05,2026-05-27,271.072998046875,267.77,277.67899414062504,3.302998046875018
W023,AMZN,1391,2026-05-27 14:55,2026-05-27,270.6700134277344,267.75,276.5100402832031,2.920013427734375
W024,AMZN,1421,2026-05-28 10:55,2026-05-28,270.4100036621094,266.3,278.6300109863281,4.110003662109364
W025,AMZN,1447,2026-05-28 13:05,2026-05-28,270.32000732421875,267.75,275.46002197265625,2.57000732421875
W026,AMZN,1504,2026-05-29 11:20,2026-05-29,272.3349914550781,269.26,278.4849743652344,3.074991455078134
W001,GOOGL,25,2026-05-01 11:35,2026-05-01,386.3500061035156,377.55,403.95001831054685,8.800006103515614
W002,GOOGL,46,2026-05-01 13:20,2026-05-01,386.3399963378906,381.72,395.5799890136718,4.619996337890598
W003,GOOGL,121,2026-05-04 13:05,2026-05-04,383.5199890136719,379.4,391.75996704101567,4.119989013671898
W004,GOOGL,179,2026-05-05 11:25,2026-05-05,388.8299865722656,385.49,395.50995971679686,3.339986572265616
W005,GOOGL,227,2026-05-05 15:25,2026-05-05,387.25,382.1,397.54999999999995,5.149999999999977
W006,GOOGL,250,2026-05-06 10:50,2026-05-06,397.4299926757813,390.87,410.5499780273439,6.559992675781302
W008,GOOGL,358,2026-05-07 13:20,2026-05-07,396.0750122070313,390.72,406.78503662109387,5.35501220703128
W009,GOOGL,463,2026-05-08 15:35,2026-05-08,400.0700073242188,395.75,408.7100219726564,4.320007324218807
W010,GOOGL,573,2026-05-12 11:45,2026-05-12,387.9200134277344,383.9,395.96004028320317,4.020013427734398
W011,GOOGL,620,2026-05-12 15:40,2026-05-12,386.55999755859375,382.45,394.7799926757813,4.109997558593761
W012,GOOGL,655,2026-05-13 12:05,2026-05-13,398.3800048828125,391.67,411.80001464843747,6.710004882812484
W013,GOOGL,679,2026-05-13 14:05,2026-05-13,402.7999877929688,395.4,417.59996337890647,7.39998779296883
W014,GOOGL,728,2026-05-14 11:40,2026-05-14,399.0750122070313,394.56,408.1050366210939,4.515012207031305
W015,GOOGL,752,2026-05-14 13:40,2026-05-14,401.5299987792969,396.78,411.0299963378907,4.749998779296902
W016,GOOGL,829,2026-05-15 13:35,2026-05-15,397.8550109863281,393.77,406.0250329589844,4.085010986328143
W017,GOOGL,902,2026-05-18 13:10,2026-05-18,402.260009765625,398.33,410.12002929687503,3.930009765625016
W018,GOOGL,977,2026-05-19 12:55,2026-05-19,389.614013671875,384.62,399.602041015625,4.9940136718749955
W019,GOOGL,1042,2026-05-20 11:50,2026-05-20,386.8999938964844,382.1,396.4999816894531,4.799993896484352
W020,GOOGL,1079,2026-05-20 14:55,2026-05-20,387.6199951171875,382.45,397.9599853515625,5.169995117187511
W021,GOOGL,1138,2026-05-21 13:20,2026-05-21,390.1799926757813,385.44,399.6599780273439,4.739992675781309
W022,GOOGL,1268,2026-05-26 11:10,2026-05-26,389.0510864257813,383.62,399.9132592773439,5.431086425781302
W023,GOOGL,1320,2026-05-26 15:30,2026-05-26,387.2099914550781,383.78,394.06997436523443,3.4299914550781523
W024,GOOGL,1363,2026-05-27 12:35,2026-05-27,392.5201110839844,387.86,401.8403332519531,4.660111083984361
W025,GOOGL,1423,2026-05-28 11:05,2026-05-28,390.93499755859375,383.95,404.9049926757813,6.984997558593761
W026,GOOGL,1465,2026-05-28 14:35,2026-05-28,390.9100036621094,387.44,397.85001098632813,3.4700036621093773
W027,GOOGL,1478,2026-05-28 15:40,2026-05-28,391.75,388.36,398.53,3.3899999999999864
W001,META,35,2026-05-01 12:25,2026-05-01,611.6749877929688,606.91,621.2049633789063,4.764987792968782
W002,META,47,2026-05-01 13:25,2026-05-01,614.739990234375,607.75,628.719970703125,6.989990234375
W003,META,93,2026-05-04 10:45,2026-05-04,610.02001953125,599.74,630.58005859375,10.280019531249991
W004,META,113,2026-05-04 12:25,2026-05-04,611.10498046875,603.32,626.6749414062499,7.78498046874995
W005,META,227,2026-05-05 15:25,2026-05-05,605.27001953125,597.36,621.09005859375,7.910019531249986
W006,META,278,2026-05-06 13:10,2026-05-06,613.8599853515625,608.21,625.1599560546874,5.649985351562464
W007,META,329,2026-05-07 10:55,2026-05-07,624.64501953125,616.34,641.2550585937499,8.305019531249968
W008,META,366,2026-05-07 14:00,2026-05-07,616.0499877929688,610.47,627.2099633789062,5.579987792968723
W009,META,445,2026-05-08 14:05,2026-05-08,611.17578125,605.05,623.4273437500001,6.1257812500000455
W010,META,497,2026-05-11 11:55,2026-05-11,603.7150268554688,597.15,616.8450805664063,6.565026855468773
W011,META,617,2026-05-12 15:25,2026-05-12,602.0,596.0,614.0,6.0
W012,META,648,2026-05-13 11:30,2026-05-13,606.4400024414062,600.19,618.9400073242186,6.250002441406195
W013,META,666,2026-05-13 13:00,2026-05-13,615.5999755859375,606.4,633.9999267578125,9.199975585937523
W014,META,681,2026-05-13 14:15,2026-05-13,617.4749755859375,611.33,629.7649267578124,6.144975585937459
W015,META,733,2026-05-14 12:05,2026-05-14,622.9000244140625,614.83,639.0400732421874,8.070024414062459
W016,META,797,2026-05-15 10:55,2026-05-15,615.0050048828125,606.73,631.5550146484375,8.275004882812482
W017,META,825,2026-05-15 13:15,2026-05-15,617.610107421875,609.94,632.9503222656249,7.670107421874945
W018,META,902,2026-05-18 13:10,2026-05-18,610.6649780273438,602.97,626.0549340820312,7.694978027343723
W019,META,926,2026-05-18 15:10,2026-05-18,612.22998046875,604.35,627.98994140625,7.879980468749977
W020,META,1031,2026-05-20 10:55,2026-05-20,604.5499877929688,594.82,624.0099633789061,9.7299877929687
W021,META,1036,2026-05-20 11:20,2026-05-20,607.1181030273438,597.48,626.3943090820312,9.638103027343732
W022,META,1110,2026-05-21 11:00,2026-05-21,599.510009765625,591.83,614.8700292968749,7.680009765624959
W023,META,1138,2026-05-21 13:20,2026-05-21,606.5,593.27,632.96,13.230000000000018
W024,META,1232,2026-05-22 14:40,2026-05-22,611.5,605.02,624.46,6.480000000000018
W025,META,1285,2026-05-26 12:35,2026-05-26,610.8499755859375,603.87,624.8099267578125,6.9799755859374955
W027,META,1381,2026-05-27 14:05,2026-05-27,620.8300170898438,606.16,650.1700512695313,14.670017089843782
W028,META,1438,2026-05-28 12:20,2026-05-28,633.260009765625,627.71,644.3600292968749,5.550009765624964
W029,META,1453,2026-05-28 13:35,2026-05-28,632.280029296875,626.56,643.7200878906251,5.720029296875055
W030,META,1477,2026-05-28 15:35,2026-05-28,634.8099975585938,627.56,649.3099926757814,7.249997558593805
W031,META,1534,2026-05-29 13:50,2026-05-29,626.3800048828125,620.7,637.7400146484374,5.6800048828124545
W032,META,1553,2026-05-29 15:25,2026-05-29,629.655029296875,622.07,644.8250878906249,7.58502929687495
W001,TSLA,51,2026-05-01 13:45,2026-05-01,397.04010009765625,389.05,413.0203002929687,7.990100097656239
W002,TSLA,112,2026-05-04 12:20,2026-05-04,388.5700073242188,382.88,399.95002197265643,5.690007324218811
W003,TSLA,144,2026-05-04 15:00,2026-05-04,392.8399963378906,388.68,401.15998901367186,4.159996337890618
W004,TSLA,211,2026-05-05 14:05,2026-05-05,392.9700012207031,387.06,404.79000366210937,5.910001220703123
W005,TSLA,262,2026-05-06 11:50,2026-05-06,394.7149963378906,389.11,405.92498901367185,5.604996337890611
W006,TSLA,291,2026-05-06 14:15,2026-05-06,400.4800109863281,393.74,413.96003295898436,6.740010986328116
W007,TSLA,327,2026-05-07 10:45,2026-05-07,415.2799987792969,406.36,433.1199963378906,8.919998779296861
W008,TSLA,369,2026-05-07 14:15,2026-05-07,407.5150146484375,401.54,419.46504394531246,5.9750146484374795
W009,TSLA,449,2026-05-08 14:25,2026-05-08,428.4299926757813,424.33,436.62997802734395,4.099992675781323
W010,TSLA,487,2026-05-11 11:05,2026-05-11,424.9198913574219,416.56,441.6396740722656,8.359891357421873
W011,TSLA,505,2026-05-11 12:35,2026-05-11,441.9400024414063,434.08,457.66000732421895,7.860002441406323
W012,TSLA,520,2026-05-11 13:50,2026-05-11,442.3500061035156,435.58,455.8900183105469,6.770006103515641
W013,TSLA,536,2026-05-11 15:10,2026-05-11,447.989990234375,441.55,460.869970703125,6.439990234374989
W014,TSLA,601,2026-05-12 14:05,2026-05-12,428.6499938964844,422.48,440.9899816894531,6.169993896484357
W015,TSLA,619,2026-05-12 15:35,2026-05-12,434.2300109863281,426.96,448.7700329589844,7.2700109863281455
W016,TSLA,680,2026-05-13 14:10,2026-05-13,449.5299987792969,444.37,459.8499963378906,5.1599987792968705
W017,TSLA,722,2026-05-14 11:10,2026-05-14,446.1499938964844,438.95,460.54998168945315,7.199993896484386
W018,TSLA,734,2026-05-14 12:10,2026-05-14,450.55999755859375,443.96,463.7599926757813,6.5999975585937705
W019,TSLA,824,2026-05-15 13:10,2026-05-15,426.3450012207031,421.58,435.8750036621094,4.765001220703141
W020,TSLA,890,2026-05-18 12:10,2026-05-18,413.0299987792969,405.82,427.44999633789064,7.209998779296882
W021,TSLA,925,2026-05-18 15:05,2026-05-18,409.6499938964844,403.3,422.3499816894531,6.349993896484364
W022,TSLA,967,2026-05-19 12:05,2026-05-19,398.4549865722656,393.52,408.3249597167969,4.934986572265643
W023,TSLA,975,2026-05-19 12:45,2026-05-19,398.9320983886719,394.02,408.75629516601566,4.912098388671893
W024,TSLA,991,2026-05-19 14:05,2026-05-19,404.2099914550781,400.02,412.5899743652344,4.189991455078143
W025,TSLA,1031,2026-05-20 10:55,2026-05-20,411.7999877929688,404.36,426.6799633789064,7.439987792968793
W026,TSLA,1053,2026-05-20 12:45,2026-05-20,413.7349853515625,409.0,423.2049560546875,4.7349853515625
W028,TSLA,1114,2026-05-21 11:20,2026-05-21,416.9750061035156,410.84,429.2450183105469,6.13500610351565
W029,TSLA,1137,2026-05-21 13:15,2026-05-21,419.5,414.71,429.08000000000004,4.7900000000000205
W030,TSLA,1201,2026-05-22 12:05,2026-05-22,430.4150085449219,423.92,443.4050256347656,6.495008544921859
W031,TSLA,1218,2026-05-22 13:30,2026-05-22,429.7300109863281,424.23,440.73003295898434,5.500010986328107
W032,TSLA,1231,2026-05-22 14:35,2026-05-22,429.0499877929688,424.81,437.5299633789064,4.239987792968805
W033,TSLA,1263,2026-05-26 10:45,2026-05-26,431.2999877929688,423.99,445.9199633789064,7.309987792968798
W034,TSLA,1292,2026-05-26 13:10,2026-05-26,432.9299926757813,428.21,442.36997802734396,4.719992675781327
W036,TSLA,1341,2026-05-27 10:45,2026-05-27,443.7001037597656,433.34,464.4203112792969,10.36010375976565
W037,TSLA,1359,2026-05-27 12:15,2026-05-27,442.1050109863281,436.83,452.6550329589844,5.275010986328141
W038,TSLA,1438,2026-05-28 12:20,2026-05-28,442.75,434.91,458.42999999999995,7.839999999999975
W039,TSLA,1476,2026-05-28 15:30,2026-05-28,443.6499938964844,438.89,453.16998168945315,4.759993896484389
W040,TSLA,1501,2026-05-29 11:05,2026-05-29,433.1600036621094,426.06,447.3600109863281,7.100003662109373
W041,TSLA,1513,2026-05-29 12:05,2026-05-29,435.9150085449219,429.7,448.34502563476565,6.215008544921886
